dataset,dialogue_id,utterance_idx,speaker,utterance,gpt-4o_speaker_intention
ji,8ec8d46c-1d6e-11e9-ad0b-6c96cfdf0295,0,worker,hello,Initiate conversation
ji,8ec8d46c-1d6e-11e9-ad0b-6c96cfdf0295,1,recruiter,Hi,Acknowledge and reciprocate greeting
ji,8ec8d46c-1d6e-11e9-ad0b-6c96cfdf0295,2,worker,"i would love to find a job being a engineer for facebook, google, or apple",Express desire to find a job as an engineer at a major tech company
ji,8ec8d46c-1d6e-11e9-ad0b-6c96cfdf0295,3,recruiter,Let's do Facebook,Propose focusing on a job opportunity at Facebook
ji,8ec8d46c-1d6e-11e9-ad0b-6c96cfdf0295,4,worker,i am ok with that :),Express agreement and acceptance of the proposal
ji,8ec8d46c-1d6e-11e9-ad0b-6c96cfdf0295,5,worker,is it possible to work in seoul or beijing,Inquire about the possibility of working in Seoul or Beijing
ji,8ec8d46c-1d6e-11e9-ad0b-6c96cfdf0295,6,recruiter,Beijing works,Confirm the possibility of working in Beijing
ji,8ec8d46c-1d6e-11e9-ad0b-6c96cfdf0295,7,worker,i am good with that!,Express agreement and satisfaction with the location
ji,8ec8d46c-1d6e-11e9-ad0b-6c96cfdf0295,8,worker,:),Express positive emotion or contentment
ji,95baab38-1d6e-11e9-b946-6c96cfdf0295,0,worker,hello there,Initiate conversation
ji,95baab38-1d6e-11e9-b946-6c96cfdf0295,1,recruiter,hello,Respond to greeting
ji,95baab38-1d6e-11e9-b946-6c96cfdf0295,2,recruiter,Engineer at google is hot right now,Inform about a popular job position
ji,95baab38-1d6e-11e9-b946-6c96cfdf0295,3,worker,looking for a position in beijing,Express desire for a job in a specific location
ji,95baab38-1d6e-11e9-b946-6c96cfdf0295,4,recruiter,ok but i can give you lots of days off or pay you well,Offer incentives to attract the worker
ji,95baab38-1d6e-11e9-b946-6c96cfdf0295,5,worker,"can't do engineer, anything else?",Express inability to take the offered position and inquire about alternatives
ji,95baab38-1d6e-11e9-b946-6c96cfdf0295,6,recruiter,manager at google,Suggest an alternative job position
ji,95baab38-1d6e-11e9-b946-6c96cfdf0295,7,worker,if i can get a good salary,Express condition for accepting the job
ji,95baab38-1d6e-11e9-b946-6c96cfdf0295,8,recruiter,you have to go to seoul to get good pay,Inform about the requirement for a good salary
ji,95baab38-1d6e-11e9-b946-6c96cfdf0295,9,recruiter,cant do that one,Express inability to fulfill the worker's condition
ji,95baab38-1d6e-11e9-b946-6c96cfdf0295,10,worker,i need more weekly holiday,Express desire for more time off
ji,95baab38-1d6e-11e9-b946-6c96cfdf0295,11,worker,one day? so weak,Express dissatisfaction with the current offer
ji,8c51141a-1d6e-11e9-b4da-6c96cfdf0295,0,recruiter,"Hello, what position are you interested in?",To inquire about the specific position the worker is interested in.
ji,8c51141a-1d6e-11e9-b4da-6c96cfdf0295,1,worker,Hi. Sales or engineer please,To express interest in positions related to sales or engineering.
ji,8c51141a-1d6e-11e9-b4da-6c96cfdf0295,2,worker,N9t woth apple but others are okay but would prefer sydney,To clarify preferences regarding the company and location  indicating a preference for Sydney and openness to companies other than Apple.
ji,8c51141a-1d6e-11e9-b4da-6c96cfdf0295,3,recruiter,Perfect,To acknowledge the worker's preferences and express agreement.
ji,8c51141a-1d6e-11e9-b4da-6c96cfdf0295,4,recruiter,Let me make you an offer,To propose making an offer to the worker.
ji,8c51141a-1d6e-11e9-b4da-6c96cfdf0295,5,recruiter,than we can go from there,To suggest proceeding with further discussions after making an offer.
ji,97157898-1d6e-11e9-b5a9-6c96cfdf0295,0,recruiter,hello,Initiate conversation
ji,97157898-1d6e-11e9-b5a9-6c96cfdf0295,1,worker,hi,Respond to greeting
ji,97157898-1d6e-11e9-b5a9-6c96cfdf0295,2,worker,What type of packages do you have available?,Inquire about available job packages
ji,97157898-1d6e-11e9-b5a9-6c96cfdf0295,3,recruiter,would you like to work in seoul as a facebook designer,Offer a job opportunity
ji,97157898-1d6e-11e9-b5a9-6c96cfdf0295,4,worker,Sure,Express interest in the job offer
ji,97157898-1d6e-11e9-b5a9-6c96cfdf0295,5,worker,Send me a proposal.,Request a formal proposal
ji,97157898-1d6e-11e9-b5a9-6c96cfdf0295,6,worker,Can you do a little better on the salary.,Negotiate for a higher salary
ji,97157898-1d6e-11e9-b5a9-6c96cfdf0295,7,recruiter,i can do 35,Propose a salary offer
ji,97157898-1d6e-11e9-b5a9-6c96cfdf0295,8,worker,Cool,Express acceptance of the offer
ji,89b20174-1d6e-11e9-b44e-6c96cfdf0295,0,recruiter,hi,Initiate conversation
ji,89b20174-1d6e-11e9-b44e-6c96cfdf0295,1,worker,hi,Respond to greeting
ji,89b20174-1d6e-11e9-b44e-6c96cfdf0295,2,recruiter,what are looking for,Inquire about worker's job preferences
ji,89b20174-1d6e-11e9-b44e-6c96cfdf0295,3,worker,either tokyo or seoul,Specify preferred job locations
ji,89b20174-1d6e-11e9-b44e-6c96cfdf0295,4,recruiter,be specific,Request more detailed information
ji,89b20174-1d6e-11e9-b44e-6c96cfdf0295,5,worker,and manager at google,Specify desired job role and company
ji,89b20174-1d6e-11e9-b44e-6c96cfdf0295,6,recruiter,"ok, what's ur qualification",Request information about worker's qualifications
ji,89b20174-1d6e-11e9-b44e-6c96cfdf0295,7,worker,I don't understand what you are saying. Do you like my proposal?,Express confusion and seek confirmation of proposal acceptance
ji,89b20174-1d6e-11e9-b44e-6c96cfdf0295,8,recruiter,nope,Express rejection of the proposal
ji,89b20174-1d6e-11e9-b44e-6c96cfdf0295,9,worker,If not can you propose your own?,Request alternative proposal from recruiter
ji,89b20174-1d6e-11e9-b44e-6c96cfdf0295,10,recruiter,"no, u can try another one",Decline to provide an alternative proposal and suggest trying again
ji,89b20174-1d6e-11e9-b44e-6c96cfdf0295,11,worker,"anything at Google would be good, otherwise an engineer or manager",Express flexibility in job role preferences
ji,89b20174-1d6e-11e9-b44e-6c96cfdf0295,12,worker,"40+ hours, Tokyo or Seoul",Specify preferred work hours and locations
ji,89b20174-1d6e-11e9-b44e-6c96cfdf0295,13,recruiter,ar u ok with designer?,Inquire about worker's interest in a designer role
ji,89b20174-1d6e-11e9-b44e-6c96cfdf0295,14,worker,"at Google, yes",Express willingness to accept designer role at Google
ji,89b20174-1d6e-11e9-b44e-6c96cfdf0295,15,worker,"other places, no",Express unwillingness to accept designer role elsewhere
ji,89b20174-1d6e-11e9-b44e-6c96cfdf0295,16,recruiter,ok,Acknowledge worker's preferences
ji,89b20174-1d6e-11e9-b44e-6c96cfdf0295,17,worker,thanks,Express gratitude
ji,951f170c-1d6e-11e9-80c0-6c96cfdf0295,0,recruiter,Hi there. What kind of positioning are you looking to get?,To inquire about the type of job position the worker is seeking.
ji,951f170c-1d6e-11e9-80c0-6c96cfdf0295,1,recruiter,*position,To correct a typographical error in the previous message.
ji,951f170c-1d6e-11e9-80c0-6c96cfdf0295,2,worker,I would like to work as an engineer or designer any company,To express a desire to work as an engineer or designer at any company.
ji,951f170c-1d6e-11e9-80c0-6c96cfdf0295,3,worker,any combo except apple designer,To specify a preference to avoid working as a designer at Apple.
ji,951f170c-1d6e-11e9-80c0-6c96cfdf0295,4,recruiter,"I have an opening at Amazon. Do you have any preferences for workplace, holiday, and salary?",To offer a job opening at Amazon and inquire about the worker's preferences for workplace  holiday  and salary.
ji,951f170c-1d6e-11e9-80c0-6c96cfdf0295,5,worker,but like i said designer or engineer any company,To reiterate the desire to work as a designer or engineer at any company.
ji,951f170c-1d6e-11e9-80c0-6c96cfdf0295,6,worker,seoul,To specify a preference for the workplace location as Seoul.
ji,8dddbafe-1d6e-11e9-8853-6c96cfdf0295,0,recruiter,Hey,Initiate conversation
ji,8dddbafe-1d6e-11e9-8853-6c96cfdf0295,1,worker,"hi there, mister!",Greet the recruiter in a friendly manner
ji,8dddbafe-1d6e-11e9-8853-6c96cfdf0295,2,recruiter,would you like a job at amazon?,Offer a job opportunity at Amazon
ji,8dddbafe-1d6e-11e9-8853-6c96cfdf0295,3,recruiter,"seoul, beijing and sydney are all open. Tokyo is not open",Provide information about available locations for the job
ji,8dddbafe-1d6e-11e9-8853-6c96cfdf0295,4,worker,that's possible...but I do love Facebook! Is anything available there?,Express interest in Facebook and inquire about job availability there
ji,8dddbafe-1d6e-11e9-8853-6c96cfdf0295,5,worker,Sydney works great,Indicate preference for the Sydney location
ji,8dddbafe-1d6e-11e9-8853-6c96cfdf0295,6,recruiter,"yes, sales there if you can take less pay or less vacation",Inform about the conditions for a sales position in Sydney
ji,8dddbafe-1d6e-11e9-8853-6c96cfdf0295,7,recruiter,I dont have high marks for Facebook,Express a lack of enthusiasm for Facebook opportunities
ji,8dddbafe-1d6e-11e9-8853-6c96cfdf0295,8,worker,How's this?,Seek clarification or more information about the recruiter's previous statement
ji,8dddbafe-1d6e-11e9-8853-6c96cfdf0295,9,recruiter,"does any other category work for you?   for me, that is a 58, maybe I can get a bit higher",Inquire if other job categories are acceptable and mention a potential offer
ji,8dddbafe-1d6e-11e9-8853-6c96cfdf0295,10,recruiter,"if you took one less vacation day, I will accept",Propose a condition for accepting the job offer
ji,8dddbafe-1d6e-11e9-8853-6c96cfdf0295,11,worker,I can cut down to 3 and 25 even!,Agree to the proposed condition by reducing vacation days
ji,8dddbafe-1d6e-11e9-8853-6c96cfdf0295,12,recruiter,lets do it,Confirm agreement to the terms
ji,8dddbafe-1d6e-11e9-8853-6c96cfdf0295,13,recruiter,deal,Finalize the agreement
ji,92972f8a-1d6e-11e9-8084-6c96cfdf0295,0,recruiter,"Hello, we are looking for skilled employees who want to work at Google, Facebook or Apple.",To inform the worker about job opportunities at Google  Facebook  or Apple.
ji,92972f8a-1d6e-11e9-8084-6c96cfdf0295,1,worker,hello i really need a job at apple or facebook in engineering or sales,To express a strong desire to work at Apple or Facebook in engineering or sales.
ji,92972f8a-1d6e-11e9-8084-6c96cfdf0295,2,worker,google sales is good as well,To indicate openness to working in sales at Google as well.
ji,92972f8a-1d6e-11e9-8084-6c96cfdf0295,3,recruiter,I can do engineering at apple.,To offer a potential job opportunity in engineering at Apple.
ji,92972f8a-1d6e-11e9-8084-6c96cfdf0295,4,worker,and i will work anywhere but tokyo,To specify a location preference by stating a location they want to avoid.
ji,92972f8a-1d6e-11e9-8084-6c96cfdf0295,5,recruiter,okay.,To acknowledge the worker's location preference.
ji,92972f8a-1d6e-11e9-8084-6c96cfdf0295,6,worker,that looks quite fair,To express satisfaction with the recruiter's response.
ji,92972f8a-1d6e-11e9-8084-6c96cfdf0295,7,worker,thank you,To show gratitude towards the recruiter.
ji,8d0acd10-1d6e-11e9-8cc1-6c96cfdf0295,0,recruiter,Hey there!,To initiate the conversation and greet the worker.
ji,8d0acd10-1d6e-11e9-8cc1-6c96cfdf0295,1,worker,Hi there!,To respond to the greeting and acknowledge the recruiter's presence.
ji,8d0acd10-1d6e-11e9-8cc1-6c96cfdf0295,2,recruiter,I have a great designer job opening at Apple. Would you be interested?,To inform the worker about a job opportunity and gauge their interest.
ji,8d0acd10-1d6e-11e9-8cc1-6c96cfdf0295,3,worker,Great! I am good with sales.,To express enthusiasm and clarify their expertise in sales.
ji,8d0acd10-1d6e-11e9-8cc1-6c96cfdf0295,4,recruiter,3 days per week and it will be in Beijing,To provide additional details about the job's schedule and location.
ji,8d0acd10-1d6e-11e9-8cc1-6c96cfdf0295,5,recruiter,This is a great location!  Lots of exciting things to do,To highlight the benefits of the job location to entice the worker.
ji,8d0acd10-1d6e-11e9-8cc1-6c96cfdf0295,6,worker,"I could work as anything, but a manager at apple. I would like to work China or Japan pls.",To express flexibility in job roles but specify a preference for working in China or Japan.
ji,8d0acd10-1d6e-11e9-8cc1-6c96cfdf0295,7,worker,how does that look?,To seek confirmation or further details about the job offer.
ji,8d0acd10-1d6e-11e9-8cc1-6c96cfdf0295,8,recruiter,I can do $28/hr and it would be a sales in Beijing for Apple. 3 days per week for holiday though,To propose a compensation package and clarify the job role and location.
ji,91816476-1d6e-11e9-80ff-6c96cfdf0295,0,worker,Looking for a job with a job recruiter,express desire to find a job
ji,91816476-1d6e-11e9-80ff-6c96cfdf0295,1,recruiter,propose,offer assistance or service
ji,91816476-1d6e-11e9-80ff-6c96cfdf0295,2,worker,engineer,indicate job preference or field
ji,91816476-1d6e-11e9-80ff-6c96cfdf0295,3,recruiter,propose,offer assistance or service
ji,91816476-1d6e-11e9-80ff-6c96cfdf0295,4,worker,google,indicate preferred company
ji,91816476-1d6e-11e9-80ff-6c96cfdf0295,5,worker,$50,indicate salary expectation
ji,971be352-1d6e-11e9-bf27-6c96cfdf0295,0,worker,hello,greet the recruiter
ji,971be352-1d6e-11e9-bf27-6c96cfdf0295,1,recruiter,hello,greet the worker
ji,971be352-1d6e-11e9-bf27-6c96cfdf0295,2,worker,looking for a engineering job,express desire to find an engineering job
ji,971be352-1d6e-11e9-bf27-6c96cfdf0295,3,worker,or perhaps sales,indicate openness to a sales position as an alternative
ji,971be352-1d6e-11e9-bf27-6c96cfdf0295,4,recruiter,Software Engineering,clarify or suggest a specific field within engineering
ji,971be352-1d6e-11e9-bf27-6c96cfdf0295,5,worker,is Amazon engineer available?,inquire about the availability of an engineering position at Amazon
ji,971be352-1d6e-11e9-bf27-6c96cfdf0295,6,recruiter,Yes,confirm the availability of the Amazon engineering position
ji,971be352-1d6e-11e9-bf27-6c96cfdf0295,7,worker,Does Beijing work?,ask if the position is available in Beijing
ji,8cb8d674-1d6e-11e9-91d5-6c96cfdf0295,0,worker,Hi,Initiate conversation
ji,8cb8d674-1d6e-11e9-91d5-6c96cfdf0295,1,recruiter,"Hi there, I am looking for engineers for facebook or apple, although they have open sales positions as well.",Inform about job opportunities and gauge interest
ji,8cb8d674-1d6e-11e9-91d5-6c96cfdf0295,2,worker,Engineer at facebook would be great,Express interest in a specific job opportunity
ji,8cb8d674-1d6e-11e9-91d5-6c96cfdf0295,3,worker,I'd like to work in beijing if possible,State a preference for job location
ji,8cb8d674-1d6e-11e9-91d5-6c96cfdf0295,4,recruiter,Beijing is not open but I can work you in anywhere else if you are flexible on Salary.,Inform about location availability and propose flexibility on salary
ji,8cb8d674-1d6e-11e9-91d5-6c96cfdf0295,5,worker,Seoul would be okay,Express willingness to consider an alternative location
ji,8cb8d674-1d6e-11e9-91d5-6c96cfdf0295,6,recruiter,Could offer Seoul at 28 an hour and 3 weekly holidays?,Propose job offer details for the alternative location
ji,8cb8d674-1d6e-11e9-91d5-6c96cfdf0295,7,worker,That sounds good,Accept the proposed job offer
ji,9153aa54-1d6e-11e9-beb3-6c96cfdf0295,0,recruiter,Hello! How are you today?,To greet the worker and establish a friendly tone.
ji,9153aa54-1d6e-11e9-beb3-6c96cfdf0295,1,recruiter,"We have great openings for Designer at Google, Amazon, and Apple.",To inform the worker about job openings and generate interest.
ji,9153aa54-1d6e-11e9-beb3-6c96cfdf0295,2,worker,yes its good,To acknowledge the recruiter's message and express agreement.
ji,9153aa54-1d6e-11e9-beb3-6c96cfdf0295,3,worker,I am fine today,To respond to the recruiter's greeting and indicate well-being.
ji,9153aa54-1d6e-11e9-beb3-6c96cfdf0295,4,recruiter,Does designer at Amazon sound good?,To gauge the worker's interest in a specific job opportunity.
ji,9153aa54-1d6e-11e9-beb3-6c96cfdf0295,5,worker,yes very good,To express interest and agreement with the job opportunity.
ji,9153aa54-1d6e-11e9-beb3-6c96cfdf0295,6,recruiter,Where would you like to be stationed? Tokyo looks great!,To inquire about the worker's location preference and suggest an option.
ji,9153aa54-1d6e-11e9-beb3-6c96cfdf0295,7,worker,yes always Tokyo looks great!,To agree with the suggestion and express a positive opinion about the location.
ji,92e8d808-1d6e-11e9-b800-6c96cfdf0295,0,worker,Hi there,greet the recruiter
ji,92e8d808-1d6e-11e9-b800-6c96cfdf0295,1,recruiter,hello,acknowledge the greeting
ji,92e8d808-1d6e-11e9-b800-6c96cfdf0295,2,worker,I think I have a proposal that's fair for us both,express belief in the fairness of the proposal
ji,92e8d808-1d6e-11e9-b800-6c96cfdf0295,3,worker,Tell me what you think,invite feedback on the proposal
ji,92e8d808-1d6e-11e9-b800-6c96cfdf0295,4,recruiter,alright lets hear it,show willingness to listen to the proposal
ji,92e8d808-1d6e-11e9-b800-6c96cfdf0295,5,worker,Here it is,present the proposal
